一,親譲
おれに,代数
代数,と
と,算術
算術,を
を,教
教,わる
わる,至
至,って
って,出来
出来,のわるい
のわるい,子
子,だ
だ,。
。,その
その,癖渡
癖渡,（
（,くせわた
くせわた,）
）,りものだから
りものだから,、
、,生
生,れ
れ,付
付,いての
いての,田舎者
田舎者,よりも
よりも,人
人,が
が,悪
悪,（
（,わ
わ,）
）,るい
るい,。
。,赤
赤,シャツ
シャツ,に
に,逢
逢,って
って,用事
用事,を
を,聞
聞,いてみると
いてみると,、
、,大将例
大将例,の
の,琥珀
琥珀,の
の,パイプ
パイプ,で
で,、
、,きな
きな,臭
臭,（
（,くさ
くさ,）
）,い
い,烟草
烟草,（
（,たばこ
たばこ,）
）,をふかしながら
をふかしながら,、
、,こんな
こんな,事
事,を
を,云
云,った
った,。「
。「,君
君,が
が,来
来,てくれてから
てくれてから,、
、,前任者
前任者,の
の,時代
時代,よりも
よりも,成績
成績,（
（,せいせき
せいせき,）
）,がよくあがって
がよくあがって,、
、,校長
校長,も
も,大
大,いにいい
いにいい,人
人,を
を,得
得,たと
たと,喜
喜,んでいるので
んでいるので,——
——,どうか
どうか,学校
学校,でも
でも,信頼
信頼,（
（,しんらい
しんらい,）
）,しているのだから
しているのだから,、
、,そのつもりで
そのつもりで,勉強
勉強,していただきたい
していただきたい,」「
」「,へえ
へえ,、
、,そうですか
そうですか,、
、,勉強
勉強,って
って,今
今,より
より,勉強
勉強,は
は,出来
出来,ませんが
ませんが,——」「
——」「,今
今,のくらいで
のくらいで,充分
充分,（
（,じゅうぶん
じゅうぶん,）
）,です
です,。
。,ただ
ただ,先
先,だってお
だってお,話
話,しした
しした,事
事,ですね
ですね,、
、,あれを
あれを,忘
忘,れずにいて
れずにいて,下
下,さればいいのです
さればいいのです,」「
」「,下宿
下宿,の
の,世話
世話,なんかするものあ
なんかするものあ,剣呑
剣呑,（
（,けんのん
けんのん,）
）,だという
だという,事
事,ですか
ですか,」「
」「,そう
そう,露骨
露骨,（
（,ろこつ
ろこつ,）
）,に
に,云
云,うと
うと,、
、,意味
意味,もない
もない,事
事,になるが
になるが,——
——,まあ
まあ,善
善,いさ
いさ,——
——,精神
精神,は
は,君
君,にもよく
にもよく,通
通,じている
じている,事
事,と
と,思
思,うから
うから,。
。,そこで
そこで,君
君,が
が,今
今,のように
のように,出精
出精,（
（,しゅっせい
しゅっせい,）
）,して
して,下
下,されば
されば,、
、,学校
学校,の
の,方
方,でも
でも,、
、,ちゃんと
ちゃんと,見
見,ているんだから
ているんだから,、
、,もう
もう,少
少,しして
しして,都合
都合,（
（,つごう
つごう,）
）,さえつけば
さえつけば,、
、,待遇
待遇,（
（,たいぐう
たいぐう,）
）,の
の,事
事,も
も,多少
多少,はどうにかなるだろうと
はどうにかなるだろうと,思
思,うんですがね
うんですがね,」「
」「,へえ
へえ,、
、,俸給
俸給,（
（,ほうきゅう
ほうきゅう,）
）,ですか
ですか,。
。,俸給
俸給,なんかどうでもいいんですが
なんかどうでもいいんですが,、
、,上
上,がれば
がれば,上
上,がった
がった,方
方,がいいですね
がいいですね,」「
」「,それで
それで,幸
幸,い
い,今度転任者
今度転任者,が
が,一人出来
一人出来,るから
るから,——
——,もっとも
もっとも,校長
校長,に
に,相談
相談,してみないと
してみないと,無論受
無論受,け
け,合
合,えない
えない,事
事,だが
だが,——
——,その
その,俸給
俸給,から
から,少
少,しは
しは,融通
融通,（
（,ゆうずう
ゆうずう,）
）,が
が,出来
出来,るかも
るかも,知
知,れないから
れないから,、
、,それで
それで,都合
都合,をつけるように
をつけるように,校長
校長,に
に,話
話,してみようと
してみようと,思
思,うんですがね
うんですがね,」「
」「,どうも
どうも,難有
難有,（
（,ありがと
ありがと,）
）,う
う,。
。,だれが
だれが,転任
転任,するんですか
するんですか,」「
」「,もう
もう,発表
発表,になるから
になるから,話
話,しても
しても,差
差,し
し,支
支,（
（,つか
つか,）
）,えないでしょう
えないでしょう,。
。,実
実,は
は,古賀君
古賀君,です
です,」「
」「,古賀
古賀,さんは
さんは,、
、,だってここの
だってここの,人
人,じゃありませんか
じゃありませんか,」「
」「,ここの
ここの,地
地,（
（,じ
じ,）
）,の
の,人
人,ですが
ですが,、
、,少
少,し
し,都合
都合,があって
があって,——
——,半分
半分,は
は,当人
当人,の
の,希望
希望,です
です,」「
」「,どこへ
どこへ,行
行,（
（,ゆ
ゆ,）
）,くんです
くんです,」「
」「,日向
日向,（
（,ひゅうが
ひゅうが,）
）,の
の,延岡
延岡,（
（,のべおか
のべおか,）
）,で
で,——
——,土地
土地,が
が,土地
土地,だから
だから,一級俸上
一級俸上,（
（,あが
あが,）
）,って
って,行
行,く
く,事
事,になりました
になりました,」「
」「,誰
誰,（
（,だれ
だれ,）
）,か
か,代
代,りが
りが,来
来,るんですか
るんですか,」「
」「,代
代,りも
りも,大抵
大抵,（
（,たいてい
たいてい,）
）,極
極,まってるんです
まってるんです,。
。,その
その,代
代,りの
りの,具合
具合,で
で,君
君,の
の,待遇上
待遇上,の
の,都合
都合,もつくんです
もつくんです,」「
」「,はあ
はあ,、
、,結構
結構,です
です,。
。,しかし
しかし,無理
無理,に
に,上
上,がらないでも
がらないでも,構
構,いません
いません,」「
」「,とも
とも,角
角,も
も,僕
僕,は
は,校長
校長,に
に,話
話,すつもりです
すつもりです,。
。,それで
それで,校長
校長,も
も,同意見
同意見,らしいが
らしいが,、
、,追
追,っては
っては,君
君,にもっと
にもっと,働
働,いて
いて,頂
頂,（
（,いた
いた,）
）,だかなくってはならんようになるかも
だかなくってはならんようになるかも,知
知,れないから
れないから,、
、,どうか
どうか,今
今,からそのつもりで
からそのつもりで,覚悟
覚悟,（
（,かくご
かくご,）
）,をしてやってもらいたいですね
をしてやってもらいたいですね,」「
」「,今
今,より
より,時間
時間,でも
でも,増
増,すんですか
すんですか,」「
」「,いいえ
いいえ,、
、,時間
時間,は
は,今
今,より
より,減
減,るかも
るかも,知
知,れませんが
れませんが,——」「
——」「,時間
時間,が
が,減
減,って
って,、
、,もっと
もっと,働
働,くんですか
くんですか,、
、,妙
妙,だな
だな,」「
」「,ちょっと
ちょっと,聞
聞,くと
くと,妙
妙,だが
だが,、——
、——,判然
判然,とは
とは,今言
今言,いにくいが
いにくいが,——
——,まあつまり
まあつまり,、
、,君
君,にもっと
にもっと,重大
重大,な
な,責任
責任,を
を,持
持,ってもらうかも
ってもらうかも,知
知,れないという
れないという,意味
意味,なんです
なんです,」
」,おれには
おれには,一向分
一向分,らない
らない,。
。,今
今,より
より,重大
重大,な
な,責任
責任,と
と,云
云,えば
えば,、
、,数学
数学,の
の,主任
主任,だろうが
だろうが,、
、,主任
主任,は
は,山嵐
山嵐,だから
だから,、
、,やっこさんなかなか
やっこさんなかなか,辞職
辞職,する
する,気遣
気遣,（
（,きづか
きづか,）
）,いはない
いはない,。
。,それに
それに,、
、,生徒
生徒,の
の,人望
人望,があるから
があるから,転任
転任,や
や,免職
免職,（
（,めんしょく
めんしょく,）
）,は
は,学校
学校,の
の,得策
得策,であるまい
であるまい,。
。,赤
赤,シャツ
シャツ,の
の,談話
談話,はいつでも
はいつでも,要領
要領,を
を,得
得,ない
ない,。
。,要領
要領,を
を,得
得,なくっても
なくっても,用事
用事,はこれで
はこれで,済
済,んだ
んだ,。
。,それから
それから,少
少,し
し,雑談
雑談,をしているうちに
をしているうちに,、
、,うらなり
うらなり,君
君,の
の,送別会
送別会,をやる
をやる,事
事,や
や,、
、,ついてはおれが
ついてはおれが,酒
酒,を
を,飲
飲,むかと
むかと,云
云,う
う,問
問,や
や,、
、,うらなり
うらなり,先生
先生,は
は,君子
君子,で
で,愛
愛,すべき
すべき,人
人,だと
だと,云
云,う
う,事
事,や
や,——
——,赤
赤,シャツ
シャツ,はいろいろ
はいろいろ,弁
弁,じた
じた,。
。,しまいに
しまいに,話
話,をかえて
をかえて,君俳句
君俳句,をやりますかと
をやりますかと,来
来,たから
たから,、
、,こいつは
こいつは,大変
大変,だと
だと,思
思,って
って,、
、,俳句
俳句,はやりません
はやりません,、
、,さようならと
さようならと,、
、,そこそこに
そこそこに,帰
帰,って
って,来
来,た
た,。
。,発句
発句,（
（,ほっく
ほっく,）
）,は
は,芭蕉
芭蕉,（
（,ばしょう
ばしょう,）
）,か
か,髪結床
髪結床,（
（,かみいどこ
かみいどこ,）
）,の
の,親方
親方,のやるもんだ
のやるもんだ,。
。,数学
数学,の
の,先生
先生,が
が,朝顔
朝顔,やに
やに,釣瓶
釣瓶,（
（,つるべ
つるべ,）
）,をとられてたまるものか
をとられてたまるものか,。
。,帰
帰,ってうんと
ってうんと,考
考,え
え,込
込,んだ
んだ,。
。,世間
世間,には
には,随分気
随分気,の
の,知
知,れない
れない,男
男,が
が,居
居,る
る,。
。,家屋敷
家屋敷,はもちろん
はもちろん,、
、,勤
勤,める
める,学校
学校,に
に,不足
不足,のない
のない,故郷
故郷,がいやになったからと
がいやになったからと,云
云,って
って,、
、,知
知,らぬ
らぬ,他国
他国,へ
へ,苦労
苦労,を
を,求
求,めに
めに,出
出,る
る,。
。,それも
それも,花
花,の
の,都
都,の
の,電車
電車,が
が,通
通,（
（,かよ
かよ,）
）,ってる
ってる,所
所,なら
なら,、
、,まだしもだが
まだしもだが,、
、,日向
日向,の
の,延岡
延岡,とは
とは,何
何,の
の,事
事,だ
だ,。
。,おれは
おれは,船
船,つきのいいここへ
つきのいいここへ,来
来,てさえ
てさえ,、
、,一
一,ヶ
ヶ,月立
月立,たないうちにもう
たないうちにもう,帰
帰,りたくなった
りたくなった,。
。,延岡
延岡,と
と,云
云,えば
えば,山
山,の
の,中
中,も
も,山
山,の
の,中
中,も
も,大変
大変,な
な,山
山,の
の,中
中,だ
だ,。
。,赤
赤,シャツ
シャツ,の
の,云
云,うところによると
うところによると,船
船,から
から,上
上,がって
がって,、
、,一日
一日,（
（,いちんち
いちんち,）
）,馬車
馬車,へ
へ,乗
乗,って
って,、
、,宮崎
宮崎,へ
へ,行
行,って
って,、
、,宮崎
宮崎,からまた
からまた,一日
一日,（
（,いちんち
いちんち,）
）,車
車,へ
へ,乗
乗,らなくっては
らなくっては,着
着,けないそうだ
けないそうだ,。
。,名前
名前,を
を,聞
聞,いてさえ
いてさえ,、
、,開
開,けた
けた,所
所,とは
とは,思
思,えない
えない,。
。,猿
猿,（
（,さる
さる,）
）,と
と,人
人,とが
とが,半
半,々
々,に
に,住
住,んでるような
んでるような,気
気,がする
がする,。
。,いかに
いかに,聖人
聖人,のうらなり
のうらなり,君
君,だって
だって,、
、,好
好,んで
んで,猿
猿,の
の,相手
相手,になりたくもないだろうに
になりたくもないだろうに,、
、,何
何,という
という,物数奇
物数奇,（
（,ものずき
ものずき,）
）,だ
だ,。
。,ところへあいかわらず
ところへあいかわらず,婆
婆,（
（,ばあ
ばあ,）
）,さんが
さんが,夕食
夕食,（
（,ゆうめし
ゆうめし,）
）,を
を,運
運,んで
んで,出
出,る
る,。
。,今日
今日,もまた
もまた,芋
芋,（
（,いも
いも,）
）,ですかいと
ですかいと,聞
聞,いてみたら
いてみたら,、
、,いえ
いえ,今日
今日,はお
はお,豆腐
豆腐,（
（,とうふ
とうふ,）
）,ぞなもしと
ぞなもしと,云
云,った
った,。
。,どっちにしたって
どっちにしたって,似
似,たものだ
たものだ,。「
。「,お
お,婆
婆,さん
さん,古賀
古賀,さんは
さんは,日向
日向,へ
へ,行
行,くそうですね
くそうですね,」「
」「,ほん
ほん,当
当,にお
にお,気
気,の
の,毒
毒,じゃな
じゃな,、
、,もし
もし,」「
」「,お
お,気
気,の
の,毒
毒,だって
だって,、
、,好
好,んで
んで,行
行,くんなら
くんなら,仕方
仕方,がないですね
がないですね,」「
」「,好
好,んで
んで,行
行,くて
